CPI value,Notes,US,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
,May-24,$2.13,$11.73,$2.13,$2.63,$11.35,$16.00,$11.40,$6.38,$8.00,$2.23,$8.98,$2.13,$12.75,$4.35,$3.35,$8.40,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.08,$3.93,$10.85,$6.15,$2.13,$10.30,$2.13,$4.86,$2.13,$3.26,$5.26,$3.00,$11.25,$10.00,$5.25,$2.13,$14.20,$2.83,$3.89,$2.13,$5.60,$2.13,$2.13,$2.13,$2.13,$6.84,$16.28,$2.33,$2.63,$2.13
,Jun-24,$2.13,$11.73,$2.13,$2.63,$11.35,$16.00,$11.40,$6.38,$8.00,$2.23,$8.98,$2.13,$12.75,$4.35,$3.35,$8.40,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.08,$3.93,$10.85,$6.15,$2.13,$10.30,$2.13,$4.86,$2.13,$3.26,$5.26,$3.00,$11.25,$10.00,$5.25,$2.13,$14.20,$2.83,$3.89,$2.13,$5.60,$2.13,$2.13,$2.13,$2.13,$6.84,$16.28,$2.33,$2.63,$2.13
,Jul-24,$2.13,$11.73,$2.13,$2.63,$11.35,$16.00,$11.40,$6.38,$10.00,$2.23,$8.98,$2.13,$12.75,$4.35,$3.35,$8.40,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.08,$3.93,$10.85,$6.15,$2.13,$10.30,$2.13,$4.86,$2.13,$3.26,$5.26,$3.00,$12.00,$10.00,$5.25,$2.13,$14.70,$2.83,$3.89,$2.13,$5.60,$2.13,$2.13,$2.13,$2.13,$6.84,$16.28,$2.33,$2.63,$2.13
,Aug-24,$2.13,$11.73,$2.13,$2.63,$11.35,$16.00,$11.40,$6.38,$10.00,$2.23,$8.98,$2.13,$12.75,$4.35,$3.35,$8.40,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.08,$3.93,$10.85,$6.15,$2.13,$10.30,$2.13,$4.86,$2.13,$3.26,$5.26,$3.00,$12.00,$10.00,$5.25,$2.13,$14.70,$2.83,$3.89,$2.13,$5.60,$2.13,$2.13,$2.13,$2.13,$6.84,$16.28,$2.33,$2.63,$2.13
,Sep-24,$2.13,$11.73,$2.13,$2.63,$11.35,$16.00,$11.40,$6.38,$10.00,$2.23,$8.98,$2.13,$12.75,$4.35,$3.35,$8.40,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.08,$3.93,$10.85,$6.15,$2.13,$10.30,$2.13,$4.86,$2.13,$3.26,$5.26,$3.00,$12.00,$10.00,$5.25,$2.13,$14.70,$2.83,$3.89,$2.13,$5.60,$2.13,$2.13,$2.13,$2.13,$6.84,$16.28,$2.33,$2.63,$2.13
,Oct-24,$2.13,$11.73,$2.13,$2.63,$11.35,$16.00,$11.40,$6.38,$10.00,$2.23,$9.98,$2.13,$12.75,$4.35,$3.35,$8.40,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.08,$3.93,$10.85,$6.15,$2.13,$10.30,$2.13,$4.86,$2.13,$3.26,$5.26,$3.00,$12.00,$10.00,$5.25,$2.13,$14.70,$2.83,$3.89,$2.13,$5.60,$2.13,$2.13,$2.13,$2.13,$6.84,$16.28,$2.33,$2.63,$2.13
,Nov-24,$2.13,$11.73,$2.13,$2.63,$11.35,$16.00,$11.40,$6.38,$10.00,$2.23,$9.98,$2.13,$12.75,$4.35,$3.35,$8.40,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.08,$3.93,$10.85,$6.15,$2.13,$10.30,$2.13,$4.86,$2.13,$3.26,$5.26,$3.00,$12.00,$10.00,$5.25,$2.13,$14.70,$2.83,$3.89,$2.13,$5.60,$2.13,$2.13,$2.13,$2.13,$6.84,$16.28,$2.33,$2.63,$2.13
,Dec-24,$2.13,$11.73,$2.13,$2.63,$11.35,$16.00,$11.40,$6.38,$10.00,$2.23,$9.98,$2.13,$12.75,$4.35,$3.35,$8.40,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.08,$3.93,$10.85,$6.15,$2.13,$10.30,$2.13,$4.86,$2.13,$3.26,$5.26,$3.00,$12.00,$10.00,$5.25,$2.13,$14.70,$2.83,$3.89,$2.13,$5.60,$2.13,$2.13,$2.13,$2.13,$6.84,$16.28,$2.33,$2.63,$2.13
321,Jan-25,$2.13,$11.91,$2.13,$2.63,$11.70,$16.50,$11.79,$6.38,$10.00,$2.23,$9.98,$2.13,$12.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.33,$4.01,$11.13,$6.88,$2.13,$10.55,$2.13,$4.86,$2.13,$3.26,$5.62,$3.00,$12.00,$10.35,$5.35,$2.13,$14.70,$2.83,$3.89,$2.13,$5.75,$2.13,$2.13,$2.13,$2.13,$7.01,$16.66,$2.33,$2.63,$2.13
,Feb-25,$2.13,$11.91,$2.13,$2.63,$11.70,$16.50,$11.79,$6.38,$10.00,$2.23,$9.98,$2.13,$12.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.33,$4.01,$11.13,$6.88,$2.13,$10.55,$2.13,$4.86,$2.13,$3.26,$5.62,$3.00,$12.00,$10.35,$5.35,$2.13,$14.70,$2.83,$3.89,$2.13,$5.75,$2.13,$2.13,$2.13,$2.13,$7.01,$16.66,$2.33,$2.63,$2.13
,Mar-25,$2.13,$11.91,$2.13,$2.63,$11.70,$16.50,$11.79,$6.38,$10.00,$2.23,$9.98,$2.13,$12.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.33,$5.99,$11.13,$6.88,$2.13,$10.55,$2.13,$4.86,$2.13,$3.26,$5.62,$3.00,$12.00,$10.35,$5.35,$2.13,$14.70,$2.83,$3.89,$2.13,$5.75,$2.13,$2.13,$2.13,$2.13,$7.01,$16.66,$2.33,$2.63,$2.13
,Apr-25,$2.13,$11.91,$2.13,$2.63,$11.70,$16.50,$11.79,$6.38,$10.00,$2.23,$9.98,$2.13,$12.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.33,$5.99,$11.13,$6.88,$2.13,$10.55,$2.13,$4.86,$2.13,$3.26,$5.62,$3.00,$12.00,$10.35,$5.35,$2.13,$14.70,$2.83,$3.89,$2.13,$5.75,$2.13,$2.13,$2.13,$2.13,$7.01,$16.66,$2.33,$2.63,$2.13
,May-25,$2.13,$11.91,$2.13,$2.63,$11.70,$16.50,$11.79,$6.38,$10.00,$2.23,$9.98,$2.13,$12.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.33,$5.99,$11.13,$6.88,$2.13,$10.55,$2.13,$4.86,$2.13,$3.26,$5.62,$3.00,$12.00,$10.35,$5.35,$2.13,$14.70,$2.83,$3.89,$2.13,$5.75,$2.13,$2.13,$2.13,$2.13,$7.01,$16.66,$2.33,$2.63,$2.13
,Jun-25,$2.13,$11.91,$2.13,$2.63,$11.70,$16.50,$11.79,$6.38,$10.00,$2.23,$9.98,$2.13,$12.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.33,$5.99,$11.13,$6.88,$2.13,$10.55,$2.13,$4.86,$2.13,$3.26,$5.62,$3.00,$12.00,$10.35,$5.35,$2.13,$14.70,$2.83,$3.89,$2.13,$5.75,$2.13,$2.13,$2.13,$2.13,$7.01,$16.66,$2.33,$2.63,$2.13
,Jul-25,$2.13,$13.00,$2.13,$2.63,$11.70,$16.50,$11.79,$6.38,$12.00,$2.23,$9.98,$2.13,$12.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.33,$5.99,$11.13,$6.88,$2.13,$10.55,$2.13,$4.86,$2.13,$3.26,$5.62,$3.00,$12.00,$10.35,$5.35,$2.13,$15.15,$2.83,$3.89,$2.13,$5.75,$2.13,$2.13,$2.13,$2.13,$7.01,$16.66,$2.33,$2.63,$2.13
,Aug-25,$2.13,$13.00,$2.13,$2.63,$11.70,$16.50,$11.79,$6.38,$12.00,$2.23,$9.98,$2.13,$12.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.33,$5.99,$11.13,$6.88,$2.13,$10.55,$2.13,$4.86,$2.13,$3.26,$5.62,$3.00,$12.00,$10.35,$5.35,$2.13,$15.15,$2.83,$3.89,$2.13,$5.75,$2.13,$2.13,$2.13,$2.13,$7.01,$16.66,$2.33,$2.63,$2.13
,Sep-25,$2.13,$13.00,$2.13,$2.63,$11.70,$16.50,$11.79,$6.38,$12.00,$2.23,$9.98,$2.13,$12.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.33,$5.99,$11.13,$6.88,$2.13,$10.55,$2.13,$4.86,$2.13,$3.26,$5.62,$3.00,$12.00,$10.35,$5.35,$2.13,$15.15,$2.83,$3.89,$2.13,$5.75,$2.13,$2.13,$2.13,$2.13,$7.01,$16.66,$2.33,$2.63,$2.13
,Oct-25,$2.13,$13.00,$2.13,$2.63,$11.70,$16.50,$11.79,$6.38,$12.00,$2.23,$10.98,$2.13,$12.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.33,$5.99,$11.13,$6.88,$2.13,$10.55,$2.13,$4.86,$2.13,$3.26,$5.62,$3.00,$12.00,$10.35,$5.35,$2.13,$15.15,$2.83,$3.89,$2.13,$5.75,$2.13,$2.13,$2.13,$2.13,$7.01,$16.66,$2.33,$2.63,$2.13
,Nov-25,$2.13,$13.00,$2.13,$2.63,$11.70,$16.50,$11.79,$6.38,$12.00,$2.23,$10.98,$2.13,$12.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.33,$5.99,$11.13,$6.88,$2.13,$10.55,$2.13,$4.86,$2.13,$3.26,$5.62,$3.00,$12.00,$10.35,$5.35,$2.13,$15.15,$2.83,$3.89,$2.13,$5.75,$2.13,$2.13,$2.13,$2.13,$7.01,$16.66,$2.33,$2.63,$2.13
,Dec-25,$2.13,$13.00,$2.13,$2.63,$11.70,$16.50,$11.79,$6.38,$12.00,$2.23,$10.98,$2.13,$12.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.33,$5.99,$11.13,$6.88,$2.13,$10.55,$2.13,$4.86,$2.13,$3.26,$5.62,$3.00,$12.00,$10.35,$5.35,$2.13,$15.15,$2.83,$3.89,$2.13,$5.75,$2.13,$2.13,$2.13,$2.13,$7.01,$16.66,$2.33,$2.63,$2.13
327.852693,Jan-26,$2.13,$13.00,$2.13,$2.63,$12.05,$16.90,$12.13,$6.38,$12.00,$2.23,$10.98,$2.13,$14.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.50,$5.99,$11.39,$7.50,$2.13,$10.80,$2.13,$4.86,$2.13,$3.26,$5.98,$3.00,$12.00,$10.65,$5.48,$2.13,$15.15,$2.83,$3.89,$2.13,$5.88,$2.13,$2.13,$2.13,$2.13,$7.17,$17.05,$2.33,$2.63,$2.13
,Feb-26,$2.13,$13.00,$2.13,$2.63,$12.05,$16.90,$12.13,$6.38,$12.00,$2.23,$10.98,$2.13,$14.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.50,$5.99,$11.39,$7.50,$2.13,$10.80,$2.13,$4.86,$2.13,$3.26,$5.98,$3.00,$12.00,$10.65,$5.48,$2.13,$15.15,$2.83,$3.89,$2.13,$5.88,$2.13,$2.13,$2.13,$2.13,$7.17,$17.05,$2.33,$2.63,$2.13
,Mar-26,$2.13,$13.00,$2.13,$2.63,$12.05,$16.90,$12.13,$6.38,$12.00,$2.23,$10.98,$2.13,$14.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.50,$7.97,$11.39,$7.50,$2.13,$10.80,$2.13,$4.86,$2.13,$3.26,$5.98,$3.00,$12.00,$10.65,$5.48,$2.13,$15.15,$2.83,$3.89,$2.13,$5.88,$2.13,$2.13,$2.13,$2.13,$7.17,$17.05,$2.33,$2.63,$2.13
,Apr-26,$2.13,$13.00,$2.13,$2.63,$12.05,$16.90,$12.13,$6.38,$12.00,$2.23,$10.98,$2.13,$14.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.50,$7.97,$11.39,$7.50,$2.13,$10.80,$2.13,$4.86,$2.13,$3.26,$5.98,$3.00,$12.00,$10.65,$5.48,$2.13,$15.15,$2.83,$3.89,$2.13,$5.88,$2.13,$2.13,$2.13,$2.13,$7.17,$17.05,$2.33,$2.63,$2.13
,May-26,$2.13,$13.00,$2.13,$2.63,$12.05,$16.90,$12.13,$6.38,$12.00,$2.23,$10.98,$2.13,$14.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.50,$7.97,$11.39,$7.50,$2.13,$10.80,$2.13,$4.86,$2.13,$3.26,$5.98,$3.00,$12.00,$10.65,$5.48,$2.13,$15.15,$2.83,$3.89,$2.13,$5.88,$2.13,$2.13,$2.13,$2.13,$7.17,$17.05,$2.33,$2.63,$2.13
,Jun-26,$2.13,$13.00,$2.13,$2.63,$12.05,$16.90,$12.13,$6.38,$12.00,$2.23,$10.98,$2.13,$14.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.50,$7.97,$11.39,$7.50,$2.13,$10.80,$2.13,$4.86,$2.13,$3.26,$5.98,$3.00,$12.00,$10.65,$5.48,$2.13,$15.15,$2.83,$3.89,$2.13,$5.88,$2.13,$2.13,$2.13,$2.13,$7.17,$17.05,$2.33,$2.63,$2.13
,Jul-26,$2.13,$14.00,$2.13,$2.63,$12.05,$16.90,$12.13,$6.38,$14.00,$2.23,$10.98,$2.13,$14.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.50,$7.97,$11.39,$7.50,$2.13,$10.80,$2.13,$4.86,$2.13,$3.26,$5.98,$3.00,$12.00,$10.65,$5.48,$2.13,$15.50,$2.83,$3.89,$2.13,$5.88,$2.13,$2.13,$2.13,$2.13,$7.17,$17.05,$2.33,$2.63,$2.13
,Aug-26,$2.13,$14.00,$2.13,$2.63,$12.05,$16.90,$12.13,$6.38,$14.00,$2.23,$10.98,$2.13,$14.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.50,$7.97,$11.39,$7.50,$2.13,$10.80,$2.13,$4.86,$2.13,$3.26,$5.98,$3.00,$12.00,$10.65,$5.48,$2.13,$15.50,$2.83,$3.89,$2.13,$5.88,$2.13,$2.13,$2.13,$2.13,$7.17,$17.05,$2.33,$2.63,$2.13
,Sep-26,$2.13,$14.00,$2.13,$2.63,$12.05,$16.90,$12.13,$6.38,$14.00,$2.23,$10.98,$2.13,$14.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.50,$7.97,$11.39,$7.50,$2.13,$10.80,$2.13,$4.86,$2.13,$3.26,$5.98,$3.00,$12.00,$10.65,$5.48,$2.13,$15.50,$2.83,$3.89,$2.13,$5.88,$2.13,$2.13,$2.13,$2.13,$7.17,$17.05,$2.33,$2.63,$2.13
,Oct-26,$2.13,$14.00,$2.13,$2.63,$12.05,$16.90,$12.13,$6.38,$14.00,$2.23,$11.98,$2.13,$14.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.50,$7.97,$11.39,$7.50,$2.13,$10.80,$2.13,$4.86,$2.13,$3.26,$5.98,$3.00,$12.00,$10.65,$5.48,$2.13,$15.50,$2.83,$3.89,$2.13,$5.88,$2.13,$2.13,$2.13,$2.13,$7.17,$17.05,$2.33,$2.63,$2.13
,Nov-26,$2.13,$14.00,$2.13,$2.63,$12.05,$16.90,$12.13,$6.38,$14.00,$2.23,$11.98,$2.13,$14.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.50,$7.97,$11.39,$7.50,$2.13,$10.80,$2.13,$4.86,$2.13,$3.26,$5.98,$3.00,$12.00,$10.65,$5.48,$2.13,$15.50,$2.83,$3.89,$2.13,$5.88,$2.13,$2.13,$2.13,$2.13,$7.17,$17.05,$2.33,$2.63,$2.13
327.852693,Dec-26,$2.13,$14.00,$2.13,$2.63,$12.05,$16.90,$12.13,$6.38,$14.00,$2.23,$11.98,$2.13,$14.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.50,$7.97,$11.39,$7.50,$2.13,$10.80,$2.13,$4.86,$2.13,$3.26,$5.98,$3.00,$12.00,$10.65,$5.48,$2.13,$15.50,$2.83,$3.89,$2.13,$5.88,$2.13,$2.13,$2.13,$2.13,$7.17,$17.05,$2.33,$2.63,$2.13
334.6126448,Jan-27,$2.13,$14.00,$2.13,$2.63,$12.35,$17.30,$12.46,$6.38,$14.00,$2.23,$11.99,$2.13,$14.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.65,$7.97,$11.63,$7.65,$2.13,$11.05,$2.13,$4.86,$2.13,$3.26,$6.32,$3.00,$12.00,$10.87,$5.60,$2.13,$15.50,$2.83,$3.89,$2.13,$6.00,$2.13,$2.13,$2.13,$2.13,$7.32,$17.41,$2.33,$2.63,$2.13
334.6126448,Feb-27,$2.13,$14.00 ,$2.13,$2.63,$12.35,$17.30,$12.46,$6.38,$14.00,$2.23,$11.99,$2.13,$14.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.65,$7.97,$11.63,$7.65,$2.13,$11.05,$2.13,$4.86,$2.13,$3.26,$6.32,$3.00,$12.00,$10.87,$5.60,$2.13,$15.50,$2.83,$3.89,$2.13,$6.00,$2.13,$2.13,$2.13,$2.13,$7.32,$17.41,$2.33,$2.63,$2.13
334.6126448,Mar-27,$2.13,$14.00 ,$2.13,$2.63,$12.35,$17.30,$12.46,$6.38,$14.00,$2.23,$11.99,$2.13,$14.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.65,$9.91,$11.63,$7.65,$2.13,$11.05,$2.13,$4.86,$2.13,$3.26,$6.32,$3.00,$12.00,$10.87,$5.60,$2.13,$15.50,$2.83,$3.89,$2.13,$6.00,$2.13,$2.13,$2.13,$2.13,$7.32,$17.41,$2.33,$2.63,$2.13
334.6126448,Apr-27,$2.13,$14.00 ,$2.13,$2.63,$12.35,$17.30,$12.46,$6.38,$14.00,$2.23,$11.99,$2.13,$14.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.65,$9.91,$11.63,$7.65,$2.13,$11.05,$2.13,$4.86,$2.13,$3.26,$6.32,$3.00,$12.00,$10.87,$5.60,$2.13,$15.50,$2.83,$3.89,$2.13,$6.00,$2.13,$2.13,$2.13,$2.13,$7.32,$17.41,$2.33,$2.63,$2.13
334.6126448,May-27,$2.13,$14.00 ,$2.13,$2.63,$12.35,$17.30,$12.46,$6.38,$14.00,$2.23,$11.99,$2.13,$14.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.65,$9.91,$11.63,$7.65,$2.13,$11.05,$2.13,$4.86,$2.13,$3.26,$6.32,$3.00,$12.00,$10.87,$5.60,$2.13,$15.50,$2.83,$3.89,$2.13,$6.00,$2.13,$2.13,$2.13,$2.13,$7.32,$17.41,$2.33,$2.63,$2.13
334.6126448,Jun-27,$2.13,$14.00 ,$2.13,$2.63,$12.35,$17.30,$12.46,$6.38,$14.00,$2.23,$11.99,$2.13,$14.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.65,$9.91,$11.63,$7.65,$2.13,$11.05,$2.13,$4.86,$2.13,$3.26,$6.32,$3.00,$12.00,$10.87,$5.60,$2.13,$15.50,$2.83,$3.89,$2.13,$6.00,$2.13,$2.13,$2.13,$2.13,$7.32,$17.41,$2.33,$2.63,$2.13
334.6126448,Jul-27,$2.13,$15.00 ,$2.13,$2.63,$12.35,$17.30,$12.46,$6.38,$18.70,$2.23,$11.99,$2.13,$14.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.65,$9.91,$11.63,$7.65,$2.13,$11.05,$2.13,$4.86,$2.13,$3.26,$6.32,$3.00,$12.00,$10.87,$5.60,$2.13,$15.85,$2.83,$3.89,$2.13,$6.00,$2.13,$2.13,$2.13,$2.13,$7.32,$17.41,$2.33,$2.63,$2.13
334.6126448,Aug-27,$2.13,$15.00 ,$2.13,$2.63,$12.35,$17.30,$12.46,$6.38,$18.70,$2.23,$11.99,$2.13,$14.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.65,$9.91,$11.63,$7.65,$2.13,$11.05,$2.13,$4.86,$2.13,$3.26,$6.32,$3.00,$12.00,$10.87,$5.60,$2.13,$15.85,$2.83,$3.89,$2.13,$6.00,$2.13,$2.13,$2.13,$2.13,$7.32,$17.41,$2.33,$2.63,$2.13
334.6126448,Sep-27,$2.13,$15.00 ,$2.13,$2.63,$12.35,$17.30,$12.46,$6.38,$18.70,$2.23,$11.99,$2.13,$14.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.65,$9.91,$11.63,$7.65,$2.13,$11.05,$2.13,$4.86,$2.13,$3.26,$6.32,$3.00,$12.00,$10.87,$5.60,$2.13,$15.85,$2.83,$3.89,$2.13,$6.00,$2.13,$2.13,$2.13,$2.13,$7.32,$17.41,$2.33,$2.63,$2.13
334.6126448,Oct-27,$2.13,$15.00 ,$2.13,$2.63,$12.35,$17.30,$12.46,$6.38,$18.70,$2.23,$11.99,$2.13,$14.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.65,$9.91,$11.63,$7.65,$2.13,$11.05,$2.13,$4.86,$2.13,$3.26,$6.32,$3.00,$12.00,$10.87,$5.60,$2.13,$15.85,$2.83,$3.89,$2.13,$6.00,$2.13,$2.13,$2.13,$2.13,$7.32,$17.41,$2.33,$2.63,$2.13
334.6126448,Nov-27,$2.13,$15.00 ,$2.13,$2.63,$12.35,$17.30,$12.46,$6.38,$18.70,$2.23,$11.99,$2.13,$14.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.65,$9.91,$11.63,$7.65,$2.13,$11.05,$2.13,$4.86,$2.13,$3.26,$6.32,$3.00,$12.00,$10.87,$5.60,$2.13,$15.85,$2.83,$3.89,$2.13,$6.00,$2.13,$2.13,$2.13,$2.13,$7.32,$17.41,$2.33,$2.63,$2.13
334.6126448,Dec-27,$2.13,$15.00 ,$2.13,$2.63,$12.35,$17.30,$12.46,$6.38,$18.70,$2.23,$11.99,$2.13,$14.75,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.65,$9.91,$11.63,$7.65,$2.13,$11.05,$2.13,$4.86,$2.13,$3.26,$6.32,$3.00,$12.00,$10.87,$5.60,$2.13,$15.85,$2.83,$3.89,$2.13,$6.00,$2.13,$2.13,$2.13,$2.13,$7.32,$17.41,$2.33,$2.63,$2.13
341.9254848,Jan-28,$2.13,$15.31 ,$2.13,$2.63,$12.65,$17.70,$12.78,$6.38,$18.70,$2.23,$12.28,$2.13,$16.50,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.80,$9.91,$11.87,$7.80,$2.13,$11.30,$2.13,$4.86,$2.13,$3.26,$6.65,$3.00,$12.00,$11.11,$5.73,$2.13,$15.85,$2.83,$3.89,$2.13,$6.13,$2.13,$2.13,$2.13,$2.13,$7.47,$17.77,$2.33,$2.63,$2.13
341.9254848,Feb-28,$2.13,$15.31 ,$2.13,$2.63,$12.65,$17.70,$12.78,$6.38,$18.70,$2.23,$12.28,$2.13,$16.50,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.80,$9.91,$11.87,$7.80,$2.13,$11.30,$2.13,$4.86,$2.13,$3.26,$6.65,$3.00,$12.00,$11.11,$5.73,$2.13,$15.85,$2.83,$3.89,$2.13,$6.13,$2.13,$2.13,$2.13,$2.13,$7.47,$17.77,$2.33,$2.63,$2.13
341.9254848,Mar-28,$2.13,$15.31 ,$2.13,$2.63,$12.65,$17.70,$12.78,$6.38,$18.70,$2.23,$12.28,$2.13,$16.50,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.80,$11.98,$11.87,$7.80,$2.13,$11.30,$2.13,$4.86,$2.13,$3.26,$6.65,$3.00,$12.00,$11.11,$5.73,$2.13,$15.85,$2.83,$3.89,$2.13,$6.13,$2.13,$2.13,$2.13,$2.13,$7.47,$17.77,$2.33,$2.63,$2.13
341.9254848,Apr-28,$2.13,$15.31 ,$2.13,$2.63,$12.65,$17.70,$12.78,$6.38,$18.70,$2.23,$12.28,$2.13,$16.50,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.80,$11.98,$11.87,$7.80,$2.13,$11.30,$2.13,$4.86,$2.13,$3.26,$6.65,$3.00,$12.00,$11.11,$5.73,$2.13,$15.85,$2.83,$3.89,$2.13,$6.13,$2.13,$2.13,$2.13,$2.13,$7.47,$17.77,$2.33,$2.63,$2.13
341.9254848,May-28,$2.13,$15.31 ,$2.13,$2.63,$12.65,$17.70,$12.78,$6.38,$18.70,$2.23,$12.28,$2.13,$16.50,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.80,$11.98,$11.87,$7.80,$2.13,$11.30,$2.13,$4.86,$2.13,$3.26,$6.65,$3.00,$12.00,$11.11,$5.73,$2.13,$15.85,$2.83,$3.89,$2.13,$6.13,$2.13,$2.13,$2.13,$2.13,$7.47,$17.77,$2.33,$2.63,$2.13
341.9254848,Jun-28,$2.13,$15.31 ,$2.13,$2.63,$12.65,$17.70,$12.78,$6.38,$18.70,$2.23,$12.28,$2.13,$16.50,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.80,$11.98,$11.87,$7.80,$2.13,$11.30,$2.13,$4.86,$2.13,$3.26,$6.65,$3.00,$12.00,$11.11,$5.73,$2.13,$15.85,$2.83,$3.89,$2.13,$6.13,$2.13,$2.13,$2.13,$2.13,$7.47,$17.77,$2.33,$2.63,$2.13
341.9254848,Jul-28,$2.13,$15.31 ,$2.13,$2.63,$12.65,$17.70,$12.78,$6.38,$19.10,$2.23,$12.28,$2.13,$16.50,$4.35,$3.35,$9.00,$2.13,$2.13,$2.13,$2.13,$6.75,$3.63,$7.80,$11.98,$11.87,$7.80,$2.13,$11.30,$2.13,$4.86,$2.13,$3.26,$6.65,$3.00,$12.00,$11.11,$5.73,$2.13,$16.20,$2.83,$3.89,$2.13,$6.13,$2.13,$2.13,$2.13,$2.13,$7.47,$17.77,$2.33,$2.63,$2.13
